RegistrationNum,RentalHousingUnits,RegisteredDate,ExpiresDate,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip
001-0131489,1,4/26/17,4/26/22,Active,5951 49TH AVE SW,SEATTLE,WA,98136
001-0126069,1,9/16/16,9/16/21,Active,429 C 20TH AVE E,SEATTLE,WA,98112
001-0133968,1,5/23/18,5/23/23,Active,621 NW 77TH ST,SEATTLE,WA,98117
001-0118151,1,3/14/16,3/14/21,Active,11039 39TH AVE NE,SEATTLE,WA,98125
001-0129217,1,12/18/16,12/18/21,Active,9213 25TH AVE NE,SEATTLE,WA,98115
001-0116971,1,2/14/16,2/14/21,Active,816 20TH AVE,SEATTLE,WA,98122
001-0117777,1,3/7/16,3/7/21,Active,12328 B 14TH AVE NE,SEATTLE,WA,98125
001-0119238,5,3/30/16,3/30/21,Active,1828 23RD AVE,SEATTLE,WA,98122
001-0112600,1,10/15/15,10/15/20,Active,10003 VINTON CT NW,SEATTLE,WA,98177
001-0129558,3,10/16/17,10/16/22,Active,5230 39TH AVE S,SEATTLE,WA,98118
001-0112962,2,11/8/15,11/8/20,Active,1424 29TH AVE,SEATTLE,WA,98122
001-0115592,1,12/31/15,12/31/20,Active,5627 BROOKLYN AVE NE,SEATTLE,WA,98105
001-0120960,1,5/25/16,5/25/21,Active,709 D N 94TH ST,SEATTLE,WA,98103
001-0130745,2,1/31/17,1/31/22,Active,3621 E TERRACE ST,SEATTLE,WA,98122
001-0133559,1,3/20/18,3/20/23,Active,1713 NE 92ND ST,SEATTLE,WA,98115
001-0120790,1,5/20/16,5/20/21,Active,2323 E MADISON ST,SEATTLE,WA,98112
001-0128239,1,11/28/16,11/28/21,Active,2015 NE 97TH ST,SEATTLE,WA,98115
001-0116222,1,1/14/16,1/14/21,Active,2104 S JUDKINS ST,SEATTLE,WA,98144
001-0122754,2,6/25/16,6/25/21,Active,347 N 103RD ST,SEATTLE,WA,98133
001-0114007,1,12/8/15,12/8/20,Active,1132 A NW 64TH ST,SEATTLE,WA,98107
001-0128063,1,11/10/16,11/10/21,Active,3903 SW IDA ST,SEATTLE,WA,98136
001-0121546,1,8/5/16,8/5/21,Active,4530 47TH AVE SW,SEATTLE,WA,98116
001-0124947,1,8/19/16,8/19/21,Active,1111 504 E PIKE ST,SEATTLE,WA,98122
001-0110966,1,9/29/15,9/29/20,Active,2646 47TH AVE SW,SEATTLE,WA,98116
001-0128479,1,12/1/16,12/1/21,Active,7713 22ND AVE NE,SEATTLE,WA,98115
001-0125100,1,8/30/16,8/30/21,Active,9246 36TH AVE SW,SEATTLE,WA,98126
001-0126583,1,9/26/16,9/26/21,Active,3012 A NW 85TH ST,SEATTLE,WA,98117
001-0116003,1,1/12/16,1/12/21,Active,123 QUEEN ANNE AVE N,SEATTLE,WA,98109
001-0132502,1,10/3/17,10/3/22,Active,1321 seneca ST,,,
001-0123659,1,7/7/16,7/7/21,Active,4138 SW SOUTHERN ST,SEATTLE,WA,98136
001-0116629,1,2/5/16,2/5/21,Active,906 37TH AVE,SEATTLE,WA,98122
001-0119612,4,4/18/16,4/18/21,Active,506 S CLOVERDALE ST,SEATTLE,WA,98108
001-0115819,1,12/31/15,12/31/20,Active,5450 LEARY AVE NW,SEATTLE,WA,98107
001-0122201,2,6/28/16,6/28/21,Active,3713 DENSMORE AVE N,SEATTLE,WA,98103
001-0131799,1,6/15/17,6/15/22,Active,1821 13TH AVE,SEATTLE,WA,98122
001-0118523,1,3/19/16,3/19/21,Active,1836 25TH AVE,SEATTLE,WA,98122
001-0105939,1,5/19/15,5/19/20,Active,10706 B WHITMAN AVE N,SEATTLE,WA,98133
001-0120119,1,5/3/16,5/3/21,Active,13550 22ND AVE NE,SEATTLE,WA,98125
001-0112271,2,10/1/15,10/1/20,Active,10402 ALDERBROOK PL NW,SEATTLE,WA,98177
001-0130984,5,4/13/17,4/13/22,Active,1420 31ST AVE S,SEATTLE,WA,98144
001-0116195,1,1/13/16,1/13/21,Active,1110 E HARRISON ST,SEATTLE,WA,98102
001-0133361,1,2/26/18,2/26/23,Active,5010 NE 50TH ST,SEATTLE,WA,98105
001-0124313,2,7/30/16,7/30/21,Active,1026 NE 102ND ST,SEATTLE,WA,98125
001-0116698,1,2/7/16,2/7/21,Active,1414 12TH AVE,SEATTLE,WA,98122
001-0120327,1,5/8/16,5/8/21,Active,1608 21ST AVE,SEATTLE,WA,98122
001-0112065,3,9/30/15,9/30/20,Active,3816 BEACH DR SW,SEATTLE,WA,98116
001-0110384,4,9/8/15,9/8/20,Active,3622 13TH AVE W,SEATTLE,WA,98119
001-0124395,1,8/7/16,8/7/21,Active,5310 33RD AVE S,SEATTLE,WA,98118
001-0125319,1,9/27/16,9/27/21,Active,2175 N 92ND ST,SEATTLE,WA,98103
001-0119982,1,4/22/16,4/22/21,Active,303 E PIKE ST,SEATTLE,WA,98122
001-0111106,1,9/20/15,9/20/20,Active,5236 35TH AVE NE,SEATTLE,WA,98105
001-0117077,1,2/17/16,2/17/21,Active,1408 12TH AVE,SEATTLE,WA,98122
001-0127456,1,11/17/16,11/17/21,Active,8521 29TH AVE NW,SEATTLE,WA,98117
001-0113748,1,1/27/16,1/27/21,Active,3520 43RD AVE W,SEATTLE,WA,98199
001-0123800,1,7/8/16,7/8/21,Active,215 31ST AVE E,SEATTLE,WA,98112
001-0121020,3,5/25/16,5/25/21,Active,308 N 72ND ST,SEATTLE,WA,98103
001-0111094,3,9/20/15,9/20/20,Active,3412 NW MARKET ST,SEATTLE,WA,98107
001-0132141,1,7/31/17,7/31/22,Active,1920 4TH AVE,SEATTLE,WA,98101
001-0111595,1,9/27/15,9/27/20,Active,14014 ROSLYN PL N,SEATTLE,WA,98133
001-0130583,1,1/18/17,1/18/22,Active,10115 WATERS AVE S,SEATTLE,WA,98178
001-0113198,1,11/18/15,11/18/20,Active,3100 W COMMODORE WAY,SEATTLE,WA,98199
001-0129614,1,12/30/16,12/30/21,Active,6515 3RD AVE NW,SEATTLE,WA,98117
001-0131980,1,9/25/17,9/25/22,Active,735 B N 70th ST,SEATTLE,WA,98103
001-0131739,1,6/7/17,6/7/22,Active,8297 5TH AVE NE,SEATTLE,WA,98115
001-0113585,1,11/25/15,11/25/20,Active,807 LAKE WASHINGTON BLVD S,SEATTLE,WA,98144
001-0129054,1,12/13/16,12/13/21,Active,2801 1ST AVE,SEATTLE,WA,98121
001-0111005,2,9/18/15,9/18/20,Active,2505 YALE AVE E,SEATTLE,WA,98102
001-0126198,1,9/20/16,9/20/21,Active,7032 21ST AVE NW,SEATTLE,WA,98117
001-0127883,1,11/1/16,11/1/21,Active,1414 A 4TH AVE W,SEATTLE,WA,98119
001-0122060,1,6/17/16,6/17/21,Active,10404 8TH AVE NE,SEATTLE,WA,98125
001-0130685,1,11/20/17,11/20/22,Active,2414 1ST AVE,SEATTLE,WA,98121
001-0121621,1,6/9/16,6/9/21,Active,1132 N 92ND ST,SEATTLE,WA,98103
001-0109602,1,8/14/15,8/14/20,Active,2901 Unit 303 NE BLAKELEY ST,SEATTLE,WA,98105
001-0129060,1,12/15/16,12/15/21,Active,1601 E COLUMBIA ST,SEATTLE,WA,98122
001-0126737,1,10/21/16,10/21/21,Active,8302 9TH AVE NW,SEATTLE,WA,98117
001-0114169,1,12/29/15,12/29/20,Active,3641 33RD AVE W,SEATTLE,WA,98199
001-0127374,1,10/21/16,10/21/21,Active,6218 46TH AVE S,SEATTLE,WA,98118
001-0119054,1,3/28/16,3/28/21,Active,1115 16TH AVE,SEATTLE,WA,98122
001-0115895,1,1/27/16,1/27/21,Active,2812 35TH AVE W,SEATTLE,WA,98199
001-0133737,2,4/16/18,4/16/23,Active,816 21ST AVE,SEATTLE,WA,98122
001-0113256,1,12/14/15,12/14/20,Active,311 NW 53RD ST,SEATTLE,WA,98107
001-0113095,1,11/11/15,11/11/20,Active,699 JOHN ST,SEATTLE,WA,98109
001-0107121,1,6/17/15,6/17/20,Active,5626 #B UNIVERSITY WAY NE,SEATTLE,WA,98105
001-0113717,1,12/1/15,12/1/20,Active,2131 WOLFE PL W,SEATTLE,WA,98199
001-0124833,1,8/17/16,8/17/21,Active,512 N 63RD ST,SEATTLE,WA,98103
001-0131468,1,4/25/17,4/25/22,Active,530 BROADWAY E,SEATTLE,WA,98102
001-0105015,5,3/31/15,3/31/20,Active,3629 14th AVE W,Seattle,WA,98119
001-0121531,2,6/8/16,6/8/21,Active,1125 N 82ND ST,SEATTLE,WA,98103
001-0108202,1,6/30/15,6/30/20,Active,4540 #2405 8TH AVE NE,SEATTLE,WA,98105
001-0124276,1,7/28/16,7/28/21,Active,214 HAYES ST,SEATTLE,WA,98109
001-0118093,1,3/12/16,3/12/21,Active,13227 35TH AVE NE,SEATTLE,WA,98125
001-0121865,1,6/20/16,6/20/21,Active,7914 ASHWORTH AVE N,SEATTLE,WA,98103
001-0117801,1,3/8/16,3/8/21,Active,1620 BELMONT AVE,SEATTLE,WA,98122
001-0110918,1,10/13/15,10/13/20,Active,3056 62ND AVE SW,SEATTLE,WA,98116
001-0122200,1,6/29/16,6/29/21,Active,1722 26TH AVE E,SEATTLE,WA,98112
001-0115994,1,1/14/16,1/14/21,Active,6034 SEAVIEW AVE NW,SEATTLE,WA,98107
001-0131262,1,4/11/17,4/11/22,Active,7505 15TH AVE NE,SEATTLE,WA,98115
001-0128791,1,12/8/16,12/8/21,Active,11629 BEACON AVE S,SEATTLE,WA,98178
001-0112359,1,10/2/15,10/2/20,Active,703 NE 43RD ST,SEATTLE,WA,98105
001-0111909,1,10/2/15,10/2/20,Active,6217 27TH AVE NE,SEATTLE,WA,98115
001-0117597,1,3/3/16,3/3/21,Active,6838 VISTA AVE S,SEATTLE,WA,98108
001-0122824,1,6/27/16,6/27/21,Active,4302 MERIDIAN AVE N,SEATTLE,WA,98103
001-0125914,1,9/13/16,9/13/21,Active,4238 S ROSE CT,SEATTLE,WA,98118
001-0132911,1,12/2/17,12/2/22,Active,414 NW 45TH ST,SEATTLE,WA,98107
001-0124604,1,8/24/16,8/24/21,Active,1563 NW 90TH ST,SEATTLE,WA,98117
001-0116733,1,2/8/16,2/8/21,Active,3214 FRANKLIN AVE E,SEATTLE,WA,98102
001-0119057,1,3/28/16,3/28/21,Active,6302 SWIFT AVE S,SEATTLE,WA,98108
001-0122431,1,6/22/16,6/22/21,Active,1705 N 97TH ST,SEATTLE,WA,98103
001-0112946,1,11/8/15,11/8/20,Active,914 NW 64TH ST,SEATTLE,WA,98107
001-0115777,1,12/31/15,12/31/20,Active,3315 NE 75TH ST,SEATTLE,WA,98115
001-0128982,1,12/13/16,12/13/21,Active,2132 5TH AVE,SEATTLE,WA,98121
001-0111757,1,9/28/15,9/28/20,Active,2743 48TH AVE SW,SEATTLE,WA,98116
001-0117082,1,2/17/16,2/17/21,Active,12049 36TH AVE NE,SEATTLE,WA,98125
001-0121083,2,5/27/16,5/27/21,Active,6517 PALATINE AVE N,SEATTLE,WA,98103
001-0119911,1,4/14/16,4/14/21,Active,303 E PIKE ST,SEATTLE,WA,98122
001-0110759,2,9/26/15,9/26/20,Active,10456 ALDERBROOK PL NW,SEATTLE,WA,98177
001-0113110,1,11/12/15,11/12/20,Active,1810 MAGNOLIA WAY W,SEATTLE,WA,98199
001-0113265,1,12/4/15,12/4/20,Active,2209 THORNDYKE AVE W,SEATTLE,WA,98199
001-0110892,1,9/16/15,9/16/20,Active,7710 32ND AVE NE,SEATTLE,WA,98115
001-0130592,1,1/20/17,1/20/22,Active,835 NE 92ND ST,SEATTLE,WA,98115
001-0125442,1,9/4/16,9/4/21,Active,4063 LETITIA AVE S,SEATTLE,WA,98118
001-0113122,1,12/2/15,12/2/20,Active,3251 W COMMODORE WAY,SEATTLE,WA,98199
001-0120548,4,5/12/16,5/12/21,Active,3107 E MADISON ST,SEATTLE,WA,98112
001-0125531,2,11/22/16,11/22/21,Active,1635 22ND AVE,SEATTLE,WA,98122
001-0114348,4,12/12/15,12/12/20,Active,500 NW 62ND ST,SEATTLE,WA,98107
001-0129482,1,12/28/16,12/28/21,Active,2414 1ST AVE,SEATTLE,WA,98121
001-0130279,1,1/10/17,1/10/22,Active,827 NE 98TH ST,SEATTLE,WA,98115
001-0114751,3,12/29/15,12/29/20,Active,1716 DEXTER AVE N,SEATTLE,WA,98109
001-0123406,2,6/30/16,6/30/21,Active,7326 47TH AVE SW,SEATTLE,WA,98136
001-0118833,1,3/24/16,3/24/21,Active,5708 7TH AVE S,SEATTLE,WA,98108
001-0113236,1,11/15/15,11/15/20,Active,8637 24TH AVE SW,SEATTLE,WA,98106
001-0110720,2,9/14/15,9/14/20,Active,1537 15TH AVE S,SEATTLE,WA,98144
001-0128321,1,11/29/16,11/29/21,Active,6713 SYCAMORE AVE NW,SEATTLE,WA,98117
001-0130290,1,1/11/17,1/11/22,Active,2625 NE 82ND ST,SEATTLE,WA,98115
001-0127556,1,10/14/16,10/14/21,Active,102 NW 43RD ST,SEATTLE,WA,98107
001-0120126,3,5/3/16,5/3/21,Active,720 N ALLEN PL,SEATTLE,WA,98103
001-0111979,1,9/29/15,9/29/20,Active,621 5TH AVE N,SEATTLE,WA,98109
001-0110169,1,9/2/15,9/2/20,Active,16 A W ETRURIA ST,SEATTLE,WA,98119
001-0116506,2,2/3/16,2/3/21,Active,12222 11TH AVE NW,SEATTLE,WA,98177
001-0121963,1,6/22/16,6/22/21,Active,2710 E OLIVE ST,SEATTLE,WA,98122
001-0125110,2,8/23/16,8/23/21,Active,7004 7TH AVE NW,SEATTLE,WA,98117
001-0127768,1,10/25/16,10/25/21,Active,2129 N 90TH ST,SEATTLE,WA,98103
001-0114706,1,12/29/15,12/29/20,Active,1900 TAYLOR AVE N,SEATTLE,WA,98109
001-0128316,1,11/22/16,11/22/21,Active,5847 NE 75TH ST,SEATTLE,WA,98115
001-0114816,1,12/21/15,12/21/20,Active,2513 34TH AVE W,SEATTLE,WA,98199
001-0112788,1,11/3/15,11/3/20,Active,8815 RAVENNA AVE NE,SEATTLE,WA,98115
001-0132737,1,11/7/17,11/7/22,Active,1412 S Cloverdale ST,,,
001-0124152,1,7/21/16,7/21/21,Active,13820 B GREENWOOD AVE N,SEATTLE,WA,98133
001-0113817,1,12/3/15,12/3/20,Active,511 WARD ST,SEATTLE,WA,98109
001-0110250,1,9/4/15,9/4/20,Active,1416 N 107TH ST,SEATTLE,WA,98133
001-0119390,1,3/31/16,3/31/21,Active,10035 35TH AVE NE,SEATTLE,WA,98125
001-0130703,1,1/27/17,1/27/22,Active,6226 38TH AVE NE,SEATTLE,WA,98115
001-0130388,1,1/19/17,1/19/22,Active,1000 UNION ST,SEATTLE,WA,98101
001-0133871,1,5/11/18,5/11/23,Active,1240 NE 95TH ST,SEATTLE,WA,98115
001-0131209,1,3/28/17,3/28/22,Active,11416 WOODLEY AVE S,SEATTLE,WA,98178
001-0126668,1,9/27/16,9/27/21,Active,2703 NW 85TH ST,SEATTLE,WA,98117
001-0120050,1,4/27/16,4/27/21,Active,403 W COMSTOCK ST,SEATTLE,WA,98119
001-0118403,1,3/16/16,3/16/21,Active,1631 16TH AVE,SEATTLE,WA,98122
001-0112725,1,10/29/15,10/29/20,Active,1312 S STATE ST,SEATTLE,WA,98144
001-0132611,1,10/16/17,10/16/22,Active,1808 25TH AVE S,SEATTLE,WA,98144
001-0101144,34,9/17/14,9/17/19,Active,8620 23RD AVE NE,SEATTLE,WA,98115
001-0129844,1,1/2/17,1/2/22,Active,4728 25TH AVE SW,SEATTLE,WA,98106
001-0113010,1,11/12/15,11/12/20,Active,2618 35TH AVE W,SEATTLE,WA,98199
001-0127890,1,11/1/16,11/1/21,Active,308 NE 95TH ST,SEATTLE,WA,98115
001-0125129,1,9/8/16,9/8/21,Active,7053 7TH AVE NW,SEATTLE,WA,98117
001-0131332,1,4/6/17,4/6/22,Active,4410 38TH AVE S,SEATTLE,WA,98118
001-0113421,2,11/18/15,11/18/20,Active,604 NW 62ND ST,SEATTLE,WA,98107
001-0133293,1,2/7/18,2/7/23,Active,6960 CALIFORNIA AVE SW,SEATTLE,WA,98136
001-0111099,1,9/20/15,9/20/20,Active,1416 N 100TH ST,SEATTLE,WA,98133
001-0133576,1,3/21/18,3/21/23,Active,13025 SUNNYSIDE AVE N,SEATTLE,WA,98133
001-0131708,1,6/1/17,6/1/22,Active,12040 greenwood AVE N,,,
001-0131064,1,3/7/17,3/7/22,Active,13735 15TH AVE NE,SEATTLE,WA,98125
001-0119680,1,4/14/16,4/14/21,Active,1528 NE 117TH ST,SEATTLE,WA,98125
001-0115675,1,1/6/16,1/6/21,Active,1907 34TH AVE W,SEATTLE,WA,98199
001-0128104,1,11/13/16,11/13/21,Active,6814 A OSWEGO PL NE,SEATTLE,WA,98115
001-0113515,1,12/7/15,12/7/20,Active,360 NW 47TH ST,SEATTLE,WA,98107
001-0133870,1,5/11/18,5/11/23,Active,340 N 103RD ST,SEATTLE,WA,98133
001-0125466,1,9/4/16,9/4/21,Active,6539 51ST AVE S,SEATTLE,WA,98118
001-0121703,1,6/11/16,6/11/21,Active,2144 N 63RD ST,SEATTLE,WA,98103
001-0120865,1,5/20/16,5/20/21,Active,153 N 74TH ST,SEATTLE,WA,98103
001-0132372,1,9/12/17,9/12/22,Active,13426 Greenwood AVE N,,,
001-0110799,1,9/15/15,9/15/20,Active,13513 NORTHSHIRE RD NW,SEATTLE,WA,98177
001-0116375,1,1/25/16,1/25/21,Active,1815 S LANDER ST,SEATTLE,WA,98144
001-0109227,99,8/5/15,8/5/20,Active,6450 24TH AVE NW,SEATTLE,WA,98107
001-0127032,1,9/30/16,9/30/21,Active,6800 36TH AVE NW,SEATTLE,WA,98117
001-0131771,1,6/12/17,6/12/22,Active,8230 B 17TH AVE NE,SEATTLE,WA,98115
001-0126685,1,9/28/16,9/28/21,Active,3303 31ST AVE SW,SEATTLE,WA,98126
001-0131419,1,4/18/17,4/18/22,Active,701 GALER ST,SEATTLE,WA,98109
001-0119565,1,3/31/16,3/31/21,Active,2002 NE 105TH ST,SEATTLE,WA,98125
001-0118436,1,3/17/16,3/17/21,Active,1525 NE 115TH ST,SEATTLE,WA,98125
001-0117141,1,2/19/16,2/19/21,Active,1420 E PINE ST,SEATTLE,WA,98122
001-0100080,16,9/22/14,9/22/19,Active,1415 1st AVE N,SEATTLE,WA,98109
001-0121043,1,5/26/16,5/26/21,Active,1815 28TH AVE S,SEATTLE,WA,98144
001-0131158,3,4/13/17,4/13/22,Active,1424 11TH AVE,SEATTLE,WA,98122
001-0119753,1,4/8/16,4/8/21,Active,11348 35TH AVE NE,SEATTLE,WA,98125
001-0114203,1,12/10/15,12/10/20,Active,1813 A S BUSH PL,SEATTLE,WA,98144
001-0111269,1,9/22/15,9/22/20,Active,2301 FAIRVIEW AVE E,SEATTLE,WA,98102
001-0120213,1,5/5/16,5/5/21,Active,129 B 25TH AVE E,SEATTLE,WA,98112
001-0122100,1,6/16/16,6/16/21,Active,2109 N 41ST ST,SEATTLE,WA,98103
001-0128804,1,12/12/16,12/12/21,Active,2123 NE 81ST PL,SEATTLE,WA,98115
001-0126555,1,9/25/16,9/25/21,Active,4843 S LUCILE ST,SEATTLE,WA,98118
001-0129046,1,12/13/16,12/13/21,Active,1022 NE 68TH ST,SEATTLE,WA,98115
001-0119110,2,4/1/16,4/1/21,Active,209 28TH AVE,SEATTLE,WA,98122
001-0126342,1,9/26/16,9/26/21,Active,7549 30TH AVE SW,SEATTLE,WA,98126
001-0122175,1,6/28/16,6/28/21,Active,1513 41ST AVE E,SEATTLE,WA,98112
001-0120221,4,5/5/16,5/5/21,Active,4318 EVANSTON AVE N,SEATTLE,WA,98103
001-0120622,1,5/13/16,5/13/21,Active,6015 PHINNEY AVE N,SEATTLE,WA,98103
001-0110582,1,9/11/15,9/11/20,Active,4620 SW LANDER ST,SEATTLE,WA,98116
001-0119102,2,3/30/16,3/30/21,Active,1836 24TH AVE,SEATTLE,WA,98122
001-0115589,4,12/30/15,12/30/20,Active,1217 S PLUM ST,SEATTLE,WA,98144
001-0125058,2,8/22/16,8/22/21,Active,315 NE 65TH ST,SEATTLE,WA,98115
001-0112308,1,10/24/15,10/24/20,Active,2453 55TH AVE SW,SEATTLE,WA,98116
001-0116359,4,1/22/16,1/22/21,Active,1133 NW 64TH ST,SEATTLE,WA,98107
001-0133550,1,3/19/18,3/19/23,Active,14345 STONE AVE N,SEATTLE,WA,98133
001-0112340,1,10/26/15,10/26/20,Active,9007 29TH AVE SW,SEATTLE,WA,98126
001-0126907,1,10/6/16,10/6/21,Active,8336 11TH AVE NW,SEATTLE,WA,98117
001-0117612,1,3/9/16,3/9/21,Active,2001 E YESLER WAY,SEATTLE,WA,98122
001-0123605,1,8/8/16,8/8/21,Active,4015 E LEE ST,SEATTLE,WA,98112
001-0114048,1,12/7/15,12/7/20,Active,1311 12TH AVE S,SEATTLE,WA,98144
001-0133787,1,4/26/18,4/26/23,Active,7929 SEWARD PARK AVE S,SEATTLE,WA,98118
001-0118292,3,3/22/16,3/22/21,Active,343 17TH AVE,SEATTLE,WA,98122
001-0128338,1,11/23/16,11/23/21,Active,9111 12TH AVE NE,SEATTLE,WA,98115
001-0127663,3,11/18/16,11/18/21,Active,6614 RAINIER AVE S,SEATTLE,WA,98118
001-0133943,1,5/20/18,5/20/23,Active,4715 49TH AVE S,SEATTLE,WA,98118
001-0113035,3,11/10/15,11/10/20,Active,2430 NW 64TH ST,SEATTLE,WA,98107
001-0123099,1,7/5/16,7/5/21,Active,1006 E DENNY WAY,SEATTLE,WA,98122
001-0131828,1,6/20/17,6/20/22,Active,4156 A BEACH DR SW,SEATTLE,WA,98116
001-0111882,4,9/29/15,9/29/20,Active,1262 EASTLAKE AVE E,SEATTLE,WA,98102
001-0111480,1,9/25/15,9/25/20,Active,11253 DAYTON AVE N,SEATTLE,WA,98133
001-0117381,1,2/25/16,2/25/21,Active,11727 ROOSEVELT WAY NE,SEATTLE,WA,98125
001-0130901,1,2/16/17,2/16/22,Active,303 #602 E PIKE ST,SEATTLE,WA,98122
001-0110634,1,9/11/15,9/11/20,Active,10049 8TH AVE NW,SEATTLE,WA,98177
001-0127657,1,11/18/16,11/18/21,Active,3039 NW 70TH ST,SEATTLE,WA,98117
001-0131604,3,5/15/17,5/15/22,Active,4201 FREMONT AVE N,SEATTLE,WA,98103
001-0122330,1,7/1/16,7/1/21,Active,12733 FREMONT AVE N,SEATTLE,WA,98133
001-0121137,1,5/29/16,5/29/21,Active,2836 NW 63RD ST,SEATTLE,WA,98107
001-0119740,1,8/4/16,8/4/21,Active,1816 7TH AVE W,SEATTLE,WA,98119
001-0118560,1,3/19/16,3/19/21,Active,11345 39TH AVE NE,SEATTLE,WA,98125
001-0131221,1,3/27/17,3/27/22,Active,1708 MELROSE AVE,SEATTLE,WA,98122
001-0120387,1,5/10/16,5/10/21,Active,6623 LINDEN AVE N,SEATTLE,WA,98103
001-0121957,1,6/15/16,6/15/21,Active,3422 NE BLAKELEY ST,SEATTLE,WA,98105
001-0133718,1,4/12/18,4/12/23,Active,912 NW 85th ST,SEATTLE,WA,98117
001-0115307,1,12/28/15,12/28/20,Active,4425 31ST AVE W,SEATTLE,WA,98199
001-0132890,2,11/30/17,11/30/22,Active,4758 19TH AVE NE,SEATTLE,WA,98105
001-0132721,1,11/2/17,11/2/22,Active,2600 2ND AVE,SEATTLE,WA,98121
001-0123585,1,7/3/16,7/3/21,Active,420 VALLEY ST,SEATTLE,WA,98109
001-0114227,4,12/18/15,12/18/20,Active,6013 8TH AVE NW,SEATTLE,WA,98107
001-0114463,1,12/14/15,12/14/20,Active,1311 12TH AVE S,SEATTLE,WA,98144
001-0117797,3,3/8/16,3/8/21,Active,1625 13TH AVE,SEATTLE,WA,98122
001-0126754,2,9/28/16,9/28/21,Active,3571 S MORGAN ST,SEATTLE,WA,98118
001-0110835,1,9/25/15,9/25/20,Active,4315 THACKERAY PL NE,SEATTLE,WA,98105
001-0118619,1,3/22/16,3/22/21,Active,209 B 23RD AVE,SEATTLE,WA,98122
001-0131852,2,6/22/17,6/22/22,Active,125 12TH AVE,SEATTLE,WA,98122
001-0131670,1,5/23/17,5/23/22,Active,5232 25TH AVE SW,SEATTLE,WA,98106
001-0114022,1,12/7/15,12/7/20,Active,5501 11TH AVE NW,SEATTLE,WA,98107
001-0113463,1,11/19/15,11/19/20,Active,5513 26TH AVE NW,SEATTLE,WA,98107
001-0105866,1,5/18/15,5/18/20,Active,5008 B 11TH AVE NE,SEATTLE,WA,98105
001-0123954,1,10/7/16,10/7/21,Active,5456 25TH AVE SW,SEATTLE,WA,98106
001-0120556,1,5/11/16,5/11/21,Active,121 NW 59TH ST,SEATTLE,WA,98107
001-0119650,1,8/4/16,8/4/21,Active,3422 E HOWELL ST,SEATTLE,WA,98122
001-0119207,3,3/30/16,3/30/21,Active,11738 1ST AVE NE,SEATTLE,WA,98125
001-0129062,1,12/15/16,12/15/21,Active,1120 SPRING ST,SEATTLE,WA,98104
001-0122288,1,8/5/16,8/5/21,Active,8625 FAUNTLEROY WAY SW,SEATTLE,WA,98136
001-0117392,1,2/25/16,2/25/21,Active,10 E ROANOKE ST,SEATTLE,WA,98102
001-0128088,2,11/11/16,11/11/21,Active,1400 HUBBELL PL,SEATTLE,WA,98101
001-0119633,2,4/3/16,4/3/21,Active,2611 E UNION ST,SEATTLE,WA,98122
001-0132296,1,8/30/17,8/30/22,Active,1209 NE 56TH ST,SEATTLE,WA,98105
001-0124452,1,8/8/16,8/8/21,Active,4206 WHITMAN AVE N,SEATTLE,WA,98103
001-0121202,1,5/31/16,5/31/21,Active,3817 24TH AVE W,SEATTLE,WA,98199
001-0133923,1,5/17/18,5/17/23,Active,2923 NW 75TH ST,SEATTLE,WA,98117
001-0113273,2,11/16/15,11/16/20,Active,539 N 105TH ST,SEATTLE,WA,98133
001-0117835,1,3/8/16,3/8/21,Active,1625 12TH AVE,SEATTLE,WA,98122
001-0116498,1,2/1/16,2/1/21,Active,5609 SW BRADFORD ST,SEATTLE,WA,98116
001-0114374,1,12/13/15,12/13/20,Active,165 NW 56TH ST,SEATTLE,WA,98107
001-0118259,1,4/7/16,4/7/21,Active,4909 UNIVERSITY VIEW PL NE,SEATTLE,WA,98105
001-0121359,1,6/6/16,6/6/21,Active,4516 EVANSTON AVE N,SEATTLE,WA,98103
001-0132114,1,7/27/17,7/27/22,Active,1717 41ST AVE SW,SEATTLE,WA,98116
001-0111622,1,9/30/15,9/30/20,Active,3039 47TH AVE SW,SEATTLE,WA,98116
001-0124785,1,8/18/16,8/18/21,Active,6728 26TH AVE NW,SEATTLE,WA,98117
001-0126441,1,9/22/16,9/22/21,Active,6006 SW ADMIRAL WAY,SEATTLE,WA,98116
001-0111388,5,9/23/15,9/23/20,Active,2108 N 128TH ST,SEATTLE,WA,98133
001-0124436,1,8/8/16,8/8/21,Active,7308 32ND AVE SW,SEATTLE,WA,98126
001-0131186,1,3/23/17,3/23/22,Active,7726 DELRIDGE WAY SW,SEATTLE,WA,98106
001-0134050,1,6/6/18,6/6/23,Active,330 B NW 41ST ST,SEATTLE,WA,98107
001-0120843,2,5/19/16,5/19/21,Active,1522 17TH AVE E,SEATTLE,WA,98112
001-0131295,1,4/3/17,4/3/22,Active,3544 SW AUSTIN ST,SEATTLE,WA,98126
001-0110882,1,10/29/15,10/29/20,Active,13509 Densmore AVE N,SEATTLE,WA,98133
001-0125242,1,8/28/16,8/28/21,Active,3509 S HOLDEN ST,SEATTLE,WA,98118
001-0124392,2,8/6/16,8/6/21,Active,6755 25TH AVE NW,SEATTLE,WA,98117
001-0118919,1,3/25/16,3/25/21,Active,11536 39TH AVE NE,SEATTLE,WA,98125
